prop_id,prop_type,province,city,location,bedrooms,bathrooms,area,purpose,date_added,price,pprice
2069,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,7/18/2023,PKR33 Crore,330000000
2070,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,167 Sq. Yd.,For Sale,7/18/2023,PKR4.75 Crore,47500000
2071,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,227 Sq. Yd.,For Sale,7/18/2023,PKR6 Crore,60000000
2072,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,182 Sq. Yd.,For Sale,6/27/2023,PKR6 Crore,60000000
2073,House,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",8,7,400 Sq. Yd.,For Sale,07/11/2023,PKR6.5 Crore,65000000
2074,Flat,Sindh,Karachi,"Tariq Road, Karachi, Sindh",3,3,133 Sq. Yd.,For Sale,07/11/2023,PKR1.5 Crore,15000000
2075,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,07/11/2023,PKR3.8 Crore,38000000
2076,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,07/11/2023,PKR7.25 Crore,72500000
2077,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/11/2023,PKR8.35 Crore,83500000
2078,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/11/2023,PKR1.7 Crore,17000000
2079,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/03/2023,PKR75 Lakh,750000000
2080,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/11/2023,PKR2.3 Crore,23000000
2081,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/11/2023,PKR2.3 Crore,23000000
2082,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/11/2023,PKR2.3 Crore,23000000
2083,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,145 Sq. Yd.,For Sale,07/11/2023,PKR1.63 Crore,16300000
2084,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,103 Sq. Yd.,For Sale,07/11/2023,PKR1.16 Crore,11600000
2085,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,1,64 Sq. Yd.,For Sale,07/11/2023,PKR71.5 Lakh,715000000
2086,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,350 Sq. Yd.,For Sale,7/18/2023,PKR2.15 Crore,21500000
2087,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,7/18/2023,PKR1.45 Crore,14500000
2088,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,214 Sq. Yd.,For Sale,07/04/2023,PKR4.5 Crore,45000000
2089,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,243 Sq. Yd.,For Sale,6/29/2023,PKR6.6 Crore,66000000
2090,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,2,182 Sq. Yd.,For Sale,6/29/2023,PKR5.65 Crore,56500000
2091,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,250 Sq. Yd.,For Sale,7/18/2023,PKR3.5 Crore,35000000
2092,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,7/18/2023,PKR2.1 Crore,21000000
2093,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,1,161 Sq. Yd.,For Sale,7/18/2023,PKR7.39 Crore,73900000
2094,Flat,Sindh,Karachi,"Jamshed Road, Karachi, Sindh",3,3,156 Sq. Yd.,For Sale,7/25/2023,PKR1.5 Crore,15000000
2095,Flat,Sindh,Karachi,"Tariq Road, Karachi, Sindh",3,2,144 Sq. Yd.,For Sale,7/25/2023,PKR3.5 Crore,35000000
2096,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,07/01/2023,PKR24.99 Crore,249900000
2097,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,07/01/2023,PKR12 Crore,120000000
2098,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/11/2023,PKR8.5 Crore,85000000
2099,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,07/11/2023,PKR3.85 Crore,38500000
2100,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,427 Sq. Yd.,For Sale,07/11/2023,PKR8.8 Crore,88000000
2101,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,427 Sq. Yd.,For Sale,07/11/2023,PKR9.5 Crore,95000000
2102,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/11/2023,PKR8 Crore,80000000
2103,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/11/2023,PKR1.4 Crore,14000000
2104,House,Sindh,Karachi,"Malir, Karachi, Sindh",6,10,150 Sq. Yd.,For Sale,07/11/2023,PKR1.65 Crore,16500000
2105,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",5,4,300 Sq. Yd.,For Sale,07/11/2023,PKR1.78 Crore,17800000
2106,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/11/2023,PKR1.4 Crore,14000000
2107,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,145 Sq. Yd.,For Sale,07/11/2023,PKR1.63 Crore,16300000
2108,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,1,64 Sq. Yd.,For Sale,07/11/2023,PKR71.5 Lakh,715000000
2109,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,103 Sq. Yd.,For Sale,07/11/2023,PKR1.16 Crore,11600000
2110,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,235 Sq. Yd.,For Sale,6/29/2023,PKR1.5 Crore,15000000
2111,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,1,63 Sq. Yd.,For Sale,7/25/2023,PKR60 Lakh,600000000
2112,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,79 Sq. Yd.,For Sale,7/25/2023,PKR71.23 Lakh,712300000
2113,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,7/25/2023,PKR27.84 Lakh,278400000
2114,Flat,Sindh,Karachi,"Falaknaz Dynasty, Karachi, Sindh",2,2,89 Sq. Yd.,For Sale,7/25/2023,PKR70 Lakh,700000000
2115,Flat,Sindh,Karachi,"Falaknaz Dynasty, Karachi, Sindh",2,2,133 Sq. Yd.,For Sale,7/25/2023,PKR94 Lakh,940000000
2116,Flat,Sindh,Karachi,"Falaknaz Dynasty, Karachi, Sindh",4,3,189 Sq. Yd.,For Sale,7/25/2023,PKR1.7 Crore,17000000
2117,Flat,Sindh,Karachi,"Falaknaz Dynasty, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,7/25/2023,PKR90 Lakh,900000000
2118,Flat,Sindh,Karachi,"Falaknaz Dynasty, Karachi, Sindh",2,2,89 Sq. Yd.,For Sale,7/25/2023,PKR72 Lakh,720000000
2119,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/04/2023,PKR1.3 Crore,13000000
2120,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/04/2023,PKR75 Lakh,750000000
2121,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/04/2023,PKR2.25 Crore,22500000
2122,House,Sindh,Karachi,"North Karachi, Karachi, Sindh",4,4,120 Sq. Yd.,For Sale,07/11/2023,PKR1.95 Crore,19500000
2123,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,07/04/2023,PKR3.25 Crore,32500000
2124,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,3,289 Sq. Yd.,For Sale,07/04/2023,PKR4 Crore,40000000
2125,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,289 Sq. Yd.,For Sale,07/04/2023,PKR3.9 Crore,39000000
2126,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,289 Sq. Yd.,For Sale,07/11/2023,PKR3.7 Crore,37000000
2127,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,103 Sq. Yd.,For Sale,07/11/2023,PKR1.16 Crore,11600000
2128,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,4,260 Sq. Yd.,For Sale,07/11/2023,PKR5.45 Crore,54500000
2129,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,1,64 Sq. Yd.,For Sale,07/11/2023,PKR71.5 Lakh,715000000
2130,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,07/11/2023,PKR72 Lakh,720000000
2131,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,07/11/2023,PKR70 Lakh,700000000
2132,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/11/2023,PKR1.25 Crore,12500000
2133,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/11/2023,PKR1.25 Crore,12500000
2134,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,2,183 Sq. Yd.,For Sale,07/11/2023,PKR6.25 Crore,62500000
2135,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/04/2023,PKR10.5 Crore,105000000
2136,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,350 Sq. Yd.,For Sale,07/04/2023,PKR2.12 Crore,21200000
2137,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,7,"1,000 Sq. Yd.",For Sale,07/04/2023,PKR25.5 Crore,255000000
2138,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/04/2023,PKR13 Crore,130000000
2139,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,7/25/2023,PKR11.5 Crore,115000000
2140,House,Sindh,Karachi,"Cantt, Karachi, Sindh",7,5,375 Sq. Yd.,For Sale,7/25/2023,PKR7.55 Crore,75500000
2141,House,Sindh,Karachi,"Cantt, Karachi, Sindh",7,5,375 Sq. Yd.,For Sale,7/25/2023,PKR7.15 Crore,71500000
2142,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,7/25/2023,PKR27.84 Lakh,278400000
2143,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,233 Sq. Yd.,For Sale,7/25/2023,PKR2.4 Crore,24000000
2144,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,7/25/2023,PKR1.35 Crore,13500000
2145,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,222 Sq. Yd.,For Sale,07/01/2023,PKR3.15 Crore,31500000
2146,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",3,3,222 Sq. Yd.,For Sale,07/01/2023,PKR3.1 Crore,31000000
2147,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,07/04/2023,PKR8.95 Crore,89500000
2148,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,4,367 Sq. Yd.,For Sale,07/11/2023,PKR4.75 Crore,47500000
2149,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,289 Sq. Yd.,For Sale,07/04/2023,PKR4.05 Crore,40500000
2150,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,07/04/2023,PKR7.45 Crore,74500000
2151,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,427 Sq. Yd.,For Sale,07/04/2023,PKR9.5 Crore,95000000
2152,Upper Portion,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",4,3,300 Sq. Yd.,For Sale,7/18/2023,PKR1.3 Crore,13000000
2161,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/04/2023,PKR94 Lakh,940000000
2162,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,250 Sq. Yd.,For Sale,07/04/2023,PKR2.1 Crore,21000000
2163,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/11/2023,PKR1.48 Crore,14800000
2164,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/11/2023,PKR70 Lakh,700000000
2165,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/11/2023,PKR1.47 Crore,14700000
2166,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,07/11/2023,PKR1.5 Crore,15000000
2167,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/11/2023,PKR82 Lakh,820000000
2168,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/11/2023,PKR75 Lakh,750000000
2169,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,7/25/2023,PKR1.25 Crore,12500000
2170,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,117 Sq. Yd.,For Sale,7/25/2023,PKR1.75 Crore,17500000
2171,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,07/04/2023,PKR7.3 Crore,73000000
2172,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",3,4,7 Sq. Yd.,For Sale,07/11/2023,PKR49 Lakh,490000000
2173,House,Sindh,Karachi,"North Karachi, Karachi, Sindh",6,6,120 Sq. Yd.,For Sale,07/11/2023,PKR2.38 Crore,23800000
2174,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",5,4,120 Sq. Yd.,For Sale,07/11/2023,PKR1.85 Crore,18500000
2175,Flat,Sindh,Karachi,"Saadi Road, Karachi, Sindh",3,2,139 Sq. Yd.,For Sale,07/11/2023,PKR1.15 Crore,11500000
2176,Flat,Sindh,Karachi,"Jamshed Town, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/11/2023,PKR1.9 Crore,19000000
2177,House,Sindh,Karachi,"Malir, Karachi, Sindh",5,4,170 Sq. Yd.,For Sale,7/18/2023,PKR2.35 Crore,23500000
2178,Flat,Sindh,Karachi,"Jamshed Town, Karachi, Sindh",3,3,193 Sq. Yd.,For Sale,7/18/2023,PKR2.95 Crore,29500000
2179,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,250 Sq. Yd.,For Sale,07/03/2023,PKR3.25 Crore,32500000
2180,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,103 Sq. Yd.,For Sale,7/18/2023,PKR1.16 Crore,11600000
2181,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,1,64 Sq. Yd.,For Sale,7/18/2023,PKR71.5 Lakh,715000000
2182,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,110 Sq. Yd.,For Sale,7/18/2023,PKR2.25 Crore,22500000
2183,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,7/18/2023,PKR14 Crore,140000000
2184,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,125 Sq. Yd.,For Sale,07/04/2023,PKR1.58 Crore,15800000
2185,Flat,Sindh,Karachi,"Chapal Courtyard, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,7/25/2023,PKR90 Lakh,900000000
2186,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",2,2,144 Sq. Yd.,For Sale,7/25/2023,PKR1.45 Crore,14500000
2187,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,7/25/2023,PKR93 Lakh,930000000
2188,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,79 Sq. Yd.,For Sale,7/25/2023,PKR71.23 Lakh,712300000
2189,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,7/25/2023,PKR35.74 Lakh,357400000
2190,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,07/04/2023,PKR2.1 Crore,21000000
2191,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,7/25/2023,PKR1.5 Crore,15000000
2192,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,7/25/2023,PKR3.75 Crore,37500000
2193,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,4,330 Sq. Yd.,For Sale,7/25/2023,PKR4.5 Crore,45000000
2194,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,7/25/2023,PKR7.5 Crore,75000000
2195,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",6,5,375 Sq. Yd.,For Sale,7/25/2023,PKR8.25 Crore,82500000
2196,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,333 Sq. Yd.,For Sale,07/11/2023,PKR3.8 Crore,38000000
2197,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,07/11/2023,PKR1.5 Crore,15000000
2198,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,07/11/2023,PKR3.8 Crore,38000000
2199,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,8,400 Sq. Yd.,For Sale,07/11/2023,PKR7 Crore,70000000
2200,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,250 Sq. Yd.,For Sale,07/11/2023,PKR1.5 Crore,15000000
2201,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",2,2,72 Sq. Yd.,For Sale,07/04/2023,PKR37 Lakh,370000000
2202,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,7/18/2023,PKR90 Lakh,900000000
2203,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,7/18/2023,PKR4.8 Crore,48000000
2204,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,128 Sq. Yd.,For Sale,6/27/2023,PKR1.35 Crore,13500000
2205,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,3,144 Sq. Yd.,For Sale,7/18/2023,PKR1.2 Crore,12000000
2206,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",4,3,215 Sq. Yd.,For Sale,6/29/2023,PKR3.4 Crore,34000000
2207,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",4,3,260 Sq. Yd.,For Sale,7/18/2023,PKR2.8 Crore,28000000
2208,Flat,Sindh,Karachi,"Nazimabad, Karachi, Sindh",3,3,133 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore,12500000
2209,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,07/04/2023,PKR2.1 Crore,21000000
2212,Flat,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",2,2,159 Sq. Yd.,For Sale,6/27/2023,PKR1.85 Crore,18500000
2213,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,272 Sq. Yd.,For Sale,7/25/2023,PKR7.25 Crore,72500000
2214,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,7/25/2023,PKR17 Crore,170000000
2215,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,7/25/2023,PKR27.84 Lakh,278400000
2216,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,79 Sq. Yd.,For Sale,7/25/2023,PKR71.23 Lakh,712300000
2217,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,7/25/2023,PKR27.84 Lakh,278400000
2218,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,7/25/2023,PKR11.5 Crore,115000000
2219,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,350 Sq. Yd.,For Sale,07/04/2023,PKR2.22 Crore,22200000
2220,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,272 Sq. Yd.,For Sale,07/04/2023,PKR3.8 Crore,38000000
2221,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/11/2023,PKR67 Lakh,670000000
2222,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,07/11/2023,PKR1.6 Crore,16000000
2223,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,07/11/2023,PKR1.7 Crore,17000000
2224,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,07/11/2023,PKR1.6 Crore,16000000
2225,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",3,2,120 Sq. Yd.,For Sale,6/27/2023,PKR1.5 Crore,15000000
2226,Flat,Sindh,Karachi,"Defence View Society, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/04/2023,PKR1 Crore,10000000
2227,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",,,222 Sq. Yd.,For Sale,07/04/2023,PKR3 Crore,30000000
2228,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,6/29/2023,PKR2 Crore,20000000
2229,Flat,Sindh,Karachi,"Saadi Road, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.9 Crore,19000000
2230,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,7/18/2023,PKR8.5 Crore,85000000
2231,Flat,Sindh,Karachi,"Frere Town, Karachi, Sindh",5,3,200 Sq. Yd.,For Sale,7/18/2023,PKR3.9 Crore,39000000
2232,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/04/2023,PKR83 Lakh,830000000
2233,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,07/04/2023,PKR1.5 Crore,15000000
2234,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,350 Sq. Yd.,For Sale,07/04/2023,PKR2.1 Crore,21000000
2235,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,6,272 Sq. Yd.,For Sale,07/02/2023,PKR3.9 Crore,39000000
2236,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,07/04/2023,PKR4.2 Crore,42000000
2237,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/04/2023,PKR90 Lakh,900000000
2238,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,125 Sq. Yd.,For Sale,07/04/2023,PKR1.47 Crore,14700000
2239,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,07/04/2023,PKR99.5 Lakh,995000000
2240,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/04/2023,PKR2.19 Crore,21900000
2241,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,07/04/2023,PKR1.79 Crore,17900000
2242,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,5,250 Sq. Yd.,For Sale,07/04/2023,PKR3.76 Crore,37600000
2243,House,Sindh,Karachi,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,5,350 Sq. Yd.,For Sale,07/11/2023,PKR14 Crore,140000000
2244,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,300 Sq. Yd.,For Sale,07/11/2023,PKR3.8 Crore,38000000
2245,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,289 Sq. Yd.,For Sale,07/11/2023,PKR4.25 Crore,42500000
2246,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,300 Sq. Yd.,For Sale,07/11/2023,PKR3.8 Crore,38000000
2247,House,Sindh,Karachi,"University Road, Karachi, Sindh",5,6,120 Sq. Yd.,For Sale,07/02/2023,PKR1.95 Crore,19500000
2248,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,272 Sq. Yd.,For Sale,07/11/2023,PKR3.75 Crore,37500000
2249,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",1,2,50 Sq. Yd.,For Sale,6/29/2023,PKR16.3 Lakh,163000000
2250,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/11/2023,PKR1.45 Crore,14500000
2251,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,07/11/2023,PKR1.55 Crore,15500000
2252,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,156 Sq. Yd.,For Sale,07/04/2023,PKR1.2 Crore,12000000
2253,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,07/11/2023,PKR90 Lakh,900000000
2254,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",4,3,173 Sq. Yd.,For Sale,07/11/2023,PKR1.75 Crore,17500000
2255,Flat,Sindh,Karachi,"Khalid Bin Walid Road, Karachi, Sindh",4,4,244 Sq. Yd.,For Sale,07/11/2023,PKR4.05 Crore,40500000
2256,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",3,3,156 Sq. Yd.,For Sale,6/27/2023,PKR1.15 Crore,11500000
2257,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",4,4,405 Sq. Yd.,For Sale,07/11/2023,PKR7.25 Crore,72500000
